Depart,Arrivee,Distance
GOT,TXL,571036.658829
GVA,HEL,1990636.15705
GVA,LIS,1495666.9746
GVA,OPO,1308610.50022
GZP,HEL,2721382.45134
HAM,HEL,1168605.3439
HAM,SZG,682752.408897
HEL,AGP,3352640.90636
HEL,AMS,1521305.63458
HEL,ARN,398569.299996
HEL,AYT,2636737.76055
HEL,BCN,2628059.86779
HEL,BKK,7907815.99812
HEL,BMA,406449.312119
HEL,BRU,1646517.28775
HEL,BUD,1478936.25717
HEL,CDG,1895562.84735
HEL,CKG,6723506.22337
HEL,CPH,892136.484673
HEL,DBV,2025679.94632
HEL,DEL,5223055.64238
HEL,DME,937619.727742
HEL,DUS,1507799.14013
HEL,FCO,2232977.19231
HEL,FRA,1539710.06772
HEL,GOT,782680.6593
HEL,GVA,1990636.15705
HEL,GZP,2721382.45134
HEL,HAM,1168605.3439
HEL,HKG,7809699.98707
HEL,ICN,7032093.24853
HEL,IVL,929031.16014
HEL,JFK,6607321.57837
HEL,JOE,358703.412725
HEL,JYV,234644.304664
HEL,KAJ,463141.259534
HEL,KAO,665705.19492
HEL,KEF,2444340.73391
HEL,KEM,607917.77972
HEL,KIX,7731513.83828
HEL,KOK,390191.845656
HEL,KRK,1184165.49569
HEL,KUO,334358.566743
HEL,LED,299574.323929
HEL,LHR,1847416.63582
HEL,LIS,3363879.65607
HEL,LJU,1710938.12127
HEL,MAD,2945579.72735
HEL,MAN,1811505.2185
HEL,MHQ,280507.948836
HEL,MSQ,738904.680836
HEL,MUC,1574545.12835
HEL,MXP,1950123.05241
HEL,NCE,2199811.37421
HEL,NGO,7760903.60176
HEL,NRK,528196.350594
HEL,NRT,7829369.99467
HEL,OSL,763497.808975
HEL,OUL,513311.657978
HEL,PEK,6307582.13901
HEL,PRG,1319827.59889
HEL,PVG,7393923.77412
HEL,RIX,381688.891554
HEL,RVN,696020.429569
HEL,SIN,9275375.06253
HEL,SVL,279883.098834
HEL,SVO,873819.6039
HEL,SVX,2090695.29118
HEL,TAY,244003.004881
HEL,TKU,149849.00879
HEL,TLL,100773.216358
HEL,TLV,3230858.49227
HEL,TMP,142434.447949
HEL,TXL,1118846.8874
HEL,VAA,347594.187935
HEL,VIE,1460228.5216
HEL,VNO,632222.586612
HEL,WAW,939002.984563
HEL,XIY,6406479.73357
HEL,ZRH,1778189.72722
HKG,BNE,6948043.69629
HKG,CNS,5568067.37447
HKG,HEL,7809699.98707
HKG,MEL,7412538.2644
HKG,SYD,7393883.78848
IAD,LHR,5901572.56193
IAH,LHR,7762714.16935
ICN,HEL,7032093.24853
IVL,KTT,146133.880751
JFK,BCN,6150233.00993
JFK,CDG,5833655.54925
JFK,DUB,5103026.75899
JFK,FCO,6866316.34963
JFK,HEL,6607321.57837
JFK,LCY,5572494.95883
JFK,LHR,5539449.29628
JFK,MAD,5760862.04379
JFK,MAN,5362047.84009
JFK,MXP,6412751.09995
JFK,SJU,2577913.94423
JFK,YUL,537169.904565
JFK,YYZ,588596.207302
JOE,HEL,358703.412725
JYV,HEL,234644.304664
JYV,KEM,379732.32804
KAJ,HEL,463141.259534
KAO,HEL,665705.19492
KEF,HEL,2444340.73391
KEM,HEL,607917.77972
KIX,HEL,7731513.83828
KOK,HEL,390191.845656
KRK,HEL,1184165.49569
KTT,HEL,821060.348835
KUO,HEL,334358.566743
LAS,LGW,8432754.60184
LAS,LHR,8394555.77594
LAX,LHR,8759175.06522
LAX,MAD,9385145.3723
LED,HEL,299574.323929
LGW,LAS,8432754.60184
LGW,MCO,6991458.7067
LGW,TPA,7111071.02468
LHR,ARN,1461966.51804
LHR,ATL,6760553.30015
LHR,AUS,7892391.93218
LHR,BOS,5239443.60846
LHR,BWI,5833180.45477
LHR,DEN,7496061.79643
LHR,DFW,7626930.30302
LHR,EWR,5561441.71084
LHR,HEL,1847416.63582
LHR,IAD,5901572.56193
LHR,IAH,7762714.16935
LHR,JFK,5539449.29628
LHR,LAS,8394555.77594
LHR,LAX,8759175.06522
LHR,LIS,1564619.47249
LHR,MIA,7108833.69378
LHR,ORD,6343429.63575
LHR,PHL,5689588.29878
LHR,PHX,8462433.76476
LHR,RDU,6215930.82674
LHR,SAN,8806424.20259
LHR,SEA,7701514.46378
LHR,SFO,8615465.62588
LHR,YUL,5213941.97431
LHR,YVR,7578008.16414
LHR,YYC,7014417.34149
LHR,YYZ,5706765.6585
LIS,AMS,1846297.02949
LIS,BRU,1717467.21366
LIS,GVA,1495666.9746
LIS,HEL,3363879.65607
LIS,LHR,1564619.47249
LIS,ZRH,1723491.70085
LJU,HEL,1710938.12127
MAD,BOS,5473021.90096
MAD,DFW,7972456.18378
MAD,FRA,1418410.90207
MAD,HEL,2945579.72735
MAD,JFK,5760862.04379
MAD,LAX,9385145.3723
MAD,MIA,7106377.82141
MAD,ORD,6744264.90478
MAD,VGO,464318.605775
MAD,VLC,285542.439932
MAN,HEL,1811505.2185
MAN,JFK,5362047.84009
MAN,ORD,6139964.8921
MCO,LGW,6991458.7067
MEL,HKG,7412538.2644
MHQ,HEL,280507.948836
MIA,BCN,7544845.79141
MIA,CDG,7371465.13157
MIA,LHR,7108833.69378
MIA,MAD,7106377.82141
MIA,MXP,7920006.24259
MMX,BMA,505315.573109
MRS,CDG,653023.197927
MSQ,HEL,738904.680836
MUC,CTA,1239391.47344
MUC,HEL,1574545.12835
MXP,HEL,1950123.05241
MXP,JFK,6412751.09995
MXP,MIA,7920006.24259
NCE,HEL,2199811.37421
NGO,HEL,7760903.60176
NRK,HEL,528196.350594
NRT,HEL,7829369.99467
OPO,ZRH,1529853.11726
ORD,CDG,6664211.42846
ORD,DUB,5895322.41732
ORD,DUS,6788409.0078
ORD,FCO,7742082.8676
ORD,LHR,6343429.63575
ORD,MAD,6744264.90478
ORD,MAN,6139964.8921
OSL,AAL,352330.817917
OSL,HEL,763497.808975
OSL,TXL,859382.45613
OTP,TXL,1291864.49989
OUL,HEL,513311.657978
PEK,HEL,6307582.13901
PHL,LHR,5689588.29878
PHX,LHR,8462433.76476
PNA,MAD,299230.398062
PRG,HEL,1319827.59889
PVG,HEL,7393923.77412
RDU,LHR,6215930.82674
RIX,HEL,381688.891554
RVN,HEL,696020.429569
SAN,LHR,8806424.20259
SEA,LHR,7701514.46378
SFO,LHR,8615465.62588
SIN,HEL,9275375.06253
SJU,JFK,2577913.94423
SOF,TXL,1330699.45606
SVL,HEL,279883.098834
SVO,HEL,873819.6039
SVX,HEL,2090695.29118
SYD,HKG,7393883.78848
SZG,DUS,594349.570121
SZG,HAM,682752.408897
SZG,TXL,530380.36002
TAY,HEL,244003.004881
TKU,HEL,149849.00879
TLL,HEL,100773.216358
TLV,HEL,3230858.49227
TMP,HEL,142434.447949
TPA,LGW,7111071.02468
TXL,ARN,838778.391488
TXL,CPH,342542.6898
TXL,CTA,1683933.58608
TXL,GOT,571036.658829
TXL,HEL,1118846.8874
TXL,OSL,859382.45613
TXL,OTP,1291864.49989
TXL,SOF,1330699.45606
TXL,SZG,530380.36002
UME,BMA,508659.497752
VAA,HEL,347594.187935
VGO,MAD,464318.605775
VIE,ARN,1286348.09806
VIE,CPH,876645.813534
VIE,FLR,632614.901325
VIE,HEL,1460228.5216
VLC,MAD,285542.439932
VNO,HEL,632222.586612
WAW,HEL,939002.984563
XIY,HEL,6406479.73357
YUL,JFK,537169.904565
YUL,LHR,5213941.97431
YVR,LHR,7578008.16414
YYC,LHR,7014417.34149
YYZ,JFK,588596.207302
YYZ,LHR,5706765.6585
ZRH,HEL,1778189.72722
ZRH,LIS,1723491.70085
AAL,AMS,623925.213793
ABJ,CDG,4903211.12027
ABQ,ATL,2038353.50789
ABZ,CDG,963588.350682
ACC,FCO,4208800.93597
AES,AMS,1142724.30731
AGP,FCO,1547926.6907
AHO,LIN,541130.856906
AHO,TRN,510679.049279
AJA,LYS,517051.392189
AJA,MRS,338115.828027
AJA,NCE,232325.472626
ALB,ATL,1372135.9832
ALG,FCO,962780.497879
AMM,FCO,2382384.78742
AMS,AAL,623925.213793
AMS,AES,1142724.30731
AMS,ARN,1152171.20346
AMS,BGO,888302.877259
AMS,BLL,477042.174874
AMS,BLQ,988459.793121
AMS,BRE,283329.707064
AMS,BRS,523993.702394
AMS,CGN,229641.078459
AMS,CPH,633383.413589
AMS,CPT,9687087.94246
AMS,CTA,1834876.71642
AMS,CWL,565674.099506
AMS,DUS,178347.571601
AMS,DXB,5168642.26112
AMS,FCO,1296781.67333
AMS,FLR,1058336.63288
AMS,GLA,717957.883956
AMS,HAJ,334357.967031
AMS,HAM,379355.799963
AMS,HEL,1521305.63458
AMS,HUY,370403.683331
AMS,KRS,688311.083467
AMS,LBA,462462.98856
AMS,LIM,10519912.975
AMS,LIN,831082.392698
AMS,MME,477656.325543
AMS,NBO,6677421.18849
AMS,NWI,239168.397397
AMS,PMO,1698663.5474
AMS,PTY,8813467.41576
AMS,SVG,732391.470891
AMS,TRD,1290655.8653
AMS,TRF,837894.474485
AMS,TXL,578188.004172
AMS,VCE,936914.277016
AOI,FCO,220989.030459
ARN,AMS,1152171.20346
ARN,CDG,1539161.26357
ATH,FCO,1085506.54537
ATH,LCA,930214.258675
ATH,VCE,1275954.44133
ATL,ABQ,2038353.50789
ATL,AUS,1305992.8514
ATL,AVL,264353.374896
ATL,BDL,1382313.31301
ATL,BHM,215530.409564
ATL,BNA,344430.399336
ATL,BOS,1521554.55046
ATL,BUF,1147063.30322
ATL,BWI,927521.889273
ATL,CAE,307582.859633
ATL,CDG,7055723.49758
ATL,CHA,171046.498266
ATL,CHS,416056.341805
ATL,CLT,364560.125877
ATL,CMH,720399.962563
ATL,CUN,1421657.03693
ATL,CVG,602182.207221
ATL,DAY,696956.435007
ATL,DCA,880086.721645
ATL,DEN,1926633.47798
ATL,DFW,1174534.13763
ATL,DTW,958200.329111
ATL,ELP,2059517.97335
ATL,EWR,1199314.83037
ATL,FCO,8085964.2986
ATL,FLL,936441.380342
ATL,GDL,2363865.71345
ATL,GNV,483941.7339
ATL,GPT,565980.818088
ATL,GSO,492599.356871
ATL,HOU,1118182.58876
ATL,HSV,242961.493573
ATL,IAD,859029.34283
ATL,IAH,1107568.38395
ATL,ICT,1255678.66726
ATL,ILM,605884.644852
ATL,IND,696266.881862
ATL,JAN,546991.475581
ATL,JAX,434451.543709
ATL,JFK,1222084.7151
ATL,LAS,2804853.13143
ATL,LAX,3125785.73436
ATL,LIT,727164.410905
ATL,MCI,1113377.57804
ATL,MCO,650737.45852
ATL,MEM,532792.446092
ATL,MEX,2143397.9164
ATL,MIA,959061.870167
ATL,MKE,1078354.00107
ATL,MSP,1459712.17384
ATL,MSY,683578.369439
ATL,MTY,1745237.21817
ATL,MYR,508984.921804
ATL,OKC,1221650.58631
ATL,OMA,1321044.06983
ATL,ORD,976328.203449
ATL,ORF,829702.067844
ATL,PBI,878002.814593
ATL,PDX,3489124.64921
ATL,PHL,1071589.39489
ATL,PHX,2549046.03878
ATL,PIT,847972.956003
ATL,PTY,2779944.27466
ATL,RDU,572248.504555
ATL,RIC,773176.920792
ATL,ROC,1206664.68854
ATL,RSW,830268.007127
ATL,SAN,3037656.2252
ATL,SAT,1404700.05659
ATL,SAV,344797.174007
ATL,SEA,3505000.89703
ATL,SJU,2490937.52445
ATL,SLC,2553587.22612
ATL,SNA,3081298.28172
ATL,SRQ,716786.204438
ATL,STL,779007.217528
ATL,TPA,654954.662193
ATL,TUS,2474962.90271
ATL,TYS,244997.572493
ATL,VPS,402487.961779
AUH,BAH,452445.272613
AUH,BKK,4966184.19577
AUH,BLR,2733723.02061
AUH,BOM,1970881.78683
AUH,CGK,6574677.59492
AUH,CMB,3300106.37888
AUH,COK,2793977.74795
AUH,CTU,4871825.72183
AUH,DEL,2277380.90642
AUH,FCO,4339251.3524
AUH,JNB,6298555.193
AUH,KHI,1264702.93769
AUH,KRT,2504993.00547
AUH,KUL,5588362.42847
AUH,KWI,850401.979977
AUH,LHE,2089623.81588
AUH,MCT,380652.827695
AUH,MEL,11651674.2033
AUH,MLE,3024692.18606
AUH,MXP,4713719.34456
AUH,NBO,3443172.13238
AUH,PEK,5954835.44267
AUH,SEZ,3237957.63158
AUH,SIN,5885788.08563
AUH,SYD,12061369.1353
AUS,ATL,1305992.8514
AVL,ATL,264353.374896
BAH,AUH,452445.272613
BAY,OTP,398605.195744
BCN,FCO,847868.212617
BCN,LIN,741971.126236
BCN,PMI,201503.602148
BCN,TFN,2194507.99515
BDL,ATL,1382313.31301
BDS,FCO,493014.288441
BDS,LIN,882171.153297
BEG,FCO,732616.03449
BEG,MXP,910681.222514
BES,CDG,514762.78413
BEY,FCO,2216865.52838
BEY,MXP,2620229.89502
BGO,AMS,888302.877259
BHM,ATL,215530.409564
BIA,MRS,360852.801996
BIA,NCE,221379.192342
BIO,CDG,761295.119204
BIO,FCO,1251233.67969
BKK,AUH,4966184.19577
BKK,CDG,9448266.94727
BLL,AMS,477042.174874
BLL,CDG,871146.529539
BLQ,AMS,988459.793121
BLQ,CDG,830236.85032
BLQ,CTA,847269.293533
BLQ,FCO,313527.119486
BLQ,IAS,1295862.82138
BLQ,LIS,1807425.0805
BLQ,SVO,2229565.4546
BLQ,TIA,768226.604016
BLR,AUH,2733723.02061
BNA,ATL,344430.399336
BOD,CDG,527136.616943
BOD,FCO,1100152.58671
BOM,AUH,1970881.78683
BOS,CDG,5534264.21729
BOS,FCO,6569276.35149
BRE,AMS,283329.707064
BRE,CDG,625255.800161
BRI,FCO,382912.056126
BRI,LIN,771547.200525
BRI,TIA,249236.376219
BRI,TRN,865198.988093
BRS,AMS,523993.702394
BRU,FCO,1172594.69701
BRU,LIN,702773.052704
BUD,FCO,835732.819448
BUF,ATL,1147063.30322
BWI,ATL,927521.889273
BZO,FCO,522911.775726
CAE,ATL,307582.859633
CAG,FCO,391829.184788
CAG,LIN,688942.449357
CAI,FCO,2150165.77673
CAI,MXP,2616769.67153
CCS,FCO,8335591.9021
CDG,ABJ,4903211.12027
CDG,ABZ,963588.350682
CDG,ARN,1539161.26357
CDG,ATL,7055723.49758
CDG,BES,514762.78413
CDG,BIO,761295.119204
CDG,BKK,9448266.94727
CDG,BLL,871146.529539
CDG,BLQ,830236.85032
CDG,BOD,527136.616943
CDG,BOS,5534264.21729
CDG,BRE,625255.800161
CDG,CFE,361738.6908
CDG,CPH,1003702.04667
CDG,CTA,1631439.80848
CDG,DKR,4225960.87244
CDG,DTW,6359063.99146
CDG,DUB,784971.651954
CDG,DUS,392768.454059
CDG,DXB,5238625.8888
CDG,EDI,868678.977578
CDG,EVN,3409617.75178
CDG,FCO,1100969.00501
CDG,FLR,879348.580302
CDG,GOA,700495.767712
CDG,GOT,1156168.25304
CDG,HAJ,631291.908199
CDG,HAM,727847.161555
CDG,HAN,9157530.05218
CDG,HKG,9590032.59625
CDG,IAD,6197544.89768
CDG,IAH,8071347.18922
CDG,JFK,5833655.54925
CDG,JNB,8737515.43917
CDG,LAX,9102508.10714
CDG,LIM,10276031.4568
CDG,LIN,644076.907947
CDG,LIS,1469961.55826
CDG,MAN,588001.583423
CDG,MEX,9198920.56574
CDG,MIA,7371465.13157
CDG,MPL,614160.249812
CDG,MRS,653023.197927
CDG,NAP,1289600.81163
CDG,NCL,729747.475537
CDG,NTE,371781.984073
CDG,NUE,620137.049054
CDG,OSL,1357192.67618
CDG,PMO,1470937.7361
CDG,PRG,852371.705862
CDG,PUF,666572.258046
CDG,PUJ,7078851.39805
CDG,RNS,332372.233103
CDG,SCL,11672846.8702
CDG,SEA,8049169.92828
CDG,SFO,8962209.09948
CDG,SGN,10104869.6764
CDG,STR,489333.289275
CDG,SVG,1114983.3026
CDG,SXM,6739006.53132
CDG,TLS,605509.445155
CDG,TRN,573005.107102
CDG,TXL,850498.789227
CDG,VCE,835345.488765
CDG,VGO,1148547.8437
CDG,VRN,746729.961128
CDG,YUL,5523487.16266
CDG,YYZ,6019845.58182
CFE,CDG,361738.6908
CGK,AUH,6574677.59492
CGN,AMS,229641.078459
CHA,ATL,171046.498266
CHS,ATL,416056.341805
CIY,LIN,1039160.58108
CLE,ATL,893812.10884
CLJ,OTP,309456.334707
CLT,ATL,364560.125877
CLY,MRS,308041.48493
CLY,NCE,179229.519375
CMB,AUH,3300106.37888
CMB,FCO,7628790.37075
CMH,ATL,720399.962563
CMN,FCO,1977317.89524
COK,AUH,2793977.74795
CPH,AMS,633383.413589
CPH,CDG,1003702.04667
CPH,FCO,1536265.49828
CPH,VCE,1124676.30514
CPT,AMS,9687087.94246
CTA,AMS,1834876.71642
CTA,BLQ,847269.293533
CTA,CDG,1631439.80848
CTA,DUS,1670006.50389
CTA,FCO,539152.597451
CTA,LGW,1938229.77388
CTA,LIN,1009200.64235
CTA,LYS,1235653.14932
CTA,MXP,1049075.98744
CTA,NAP,386031.868578
CTA,PSA,795738.196905
CTA,STR,1334164.82741
CTA,SVO,2646887.5364
CTA,TRN,1058710.46555
CTA,TXL,1683933.58608
CTA,VCE,921840.646219
CTA,VIE,1189778.4545
CTA,VRN,947608.463579
CTU,AUH,4871825.72183
CUN,ATL,1421657.03693
CVG,ATL,602182.207221
CWL,AMS,565674.099506
DAY,ATL,696956.435007
DCA,ATL,880086.721645
DEL,AUH,2277380.90642
DEL,FCO,5931997.86844
DEL,TPE,4372006.91746
DEN,ATL,1926633.47798
DFW,ATL,1174534.13763
DKR,CDG,4225960.87244
DTW,ATL,958200.329111
DTW,CDG,6359063.99146
DUB,CDG,784971.651954
DUS,AMS,178347.571601
DUS,CDG,392768.454059
DUS,CTA,1670006.50389
DXB,AMS,5168642.26112
DXB,CDG,5238625.8888
EDI,CDG,868678.977578
EVN,CDG,3409617.75178
EVN,FCO,2689142.46144
EWR,ATL,1199314.83037
EZE,FCO,11155837.3977
FCO,AGP,1547926.6907
FCO,ALG,962780.497879
FCO,AMM,2382384.78742
FCO,AMS,1296781.67333
FCO,AOI,220989.030459
FCO,ATH,1085506.54537
FCO,ATL,8085964.2986
FCO,AUH,4339251.3524
FCO,BCN,847868.212617
FCO,BDS,493014.288441
FCO,BEG,732616.03449
FCO,BEY,2216865.52838
FCO,BIO,1251233.67969
FCO,BLQ,313527.119486
FCO,BOD,1100152.58671
FCO,BOS,6569276.35149
FCO,BRI,382912.056126
FCO,BRU,1172594.69701
FCO,BUD,835732.819448
FCO,BZO,522911.775726
FCO,CAG,391829.184788
FCO,CAI,2150165.77673
FCO,CCS,8335591.9021
FCO,CDG,1100969.00501
FCO,CMB,7628790.37075
FCO,CMN,1977317.89524
FCO,CPH,1536265.49828
FCO,CTA,539152.597451
FCO,DEL,5931997.86844
FCO,EVN,2689142.46144
FCO,EZE,11155837.3977
FCO,FLR,238752.597474
FCO,FRA,957859.017664
FCO,GIG,9171551.32503
FCO,GOA,401087.75555
FCO,GRU,9433116.5235
FCO,GVA,695444.621184
FCO,GYD,3143152.37231
FCO,IAS,1354545.18302
FCO,ICN,8964484.97912
FCO,IKA,3423495.55149
FCO,IST,1382673.82668
FCO,JED,3362047.19081
FCO,JFK,6866316.34963
FCO,KBP,1715936.30297
FCO,KIX,9738936.42826
FCO,KWI,3490482.83226
FCO,LAX,10203317.4614
FCO,LCY,1420970.62318
FCO,LED,2350632.99134
FCO,LHR,1444615.75688
FCO,LIN,470219.050399
FCO,LIS,1839757.59389
FCO,LOS,4015143.20806
FCO,LUX,987339.448657
FCO,LYS,721160.451604
FCO,MAD,1330488.03995
FCO,MIA,8329909.63297
FCO,MLA,688756.101605
FCO,MPL,705086.852084
FCO,MRS,603474.503799
FCO,MUC,729159.351998
FCO,MXP,510911.454465
FCO,NAP,198561.943844
FCO,NCE,459904.732474
FCO,NRT,9905082.50195
FCO,OPO,1739316.55892
FCO,ORD,7742082.8676
FCO,ORN,1309189.02401
FCO,OTP,1162758.65151
FCO,PMO,409766.540401
FCO,PRG,935402.699046
FCO,PSA,258240.106418
FCO,PVG,9169176.04832
FCO,REG,506249.362839
FCO,RIX,1877217.8561
FCO,RUH,3670587.13983
FCO,SKG,908095.015217
FCO,SKP,775559.931223
FCO,SOF,922825.567652
FCO,SUF,467134.440921
FCO,SVO,2398041.69882
FCO,SXB,831456.320373
FCO,TBS,2697047.64236
FCO,TGD,580899.774634
FCO,TIA,622341.043975
FCO,TIP,1019581.95795
FCO,TLS,911544.865879
FCO,TLV,2278276.53512
FCO,TRN,529295.306659
FCO,TRS,457932.453535
FCO,TUN,577593.892668
FCO,VCE,411590.861291
FCO,VIE,778870.411925
FCO,VLC,1103480.8677
FCO,VRN,414101.283592
FCO,WAW,1326193.72127
FCO,YYZ,7086146.29114
FCO,ZRH,693997.63818
FLL,ATL,936441.380342
FLR,AMS,1058336.63288
FLR,CDG,879348.580302
FLR,FCO,238752.597474
FLR,GVA,482874.824757
FRA,FCO,957859.017664
FRA,HAN,8713835.71763
FRA,LIN,512357.795038
FRA,SGN,9657989.81551
FRU,SVO,2986616.40939
FSC,MRS,384375.019177
FSC,NCE,285138.030113
GDL,ATL,2363865.71345
GIG,FCO,9171551.32503
GLA,AMS,717957.883956
GNV,ATL,483941.7339
GOA,CDG,700495.767712
GOA,FCO,401087.75555
GOA,TIA,946003.794925
GOT,CDG,1156168.25304
GPT,ATL,565980.818088
GRU,FCO,9433116.5235
GSP,ATL,246580.162456
GVA,FCO,695444.621184
GVA,FLR,482874.824757
GYD,FCO,3143152.37231
GYD,MXP,3367855.79491
HAJ,AMS,334357.967031
HAJ,CDG,631291.908199
HAM,AMS,379355.799963
HAM,CDG,727847.161555
HAN,CDG,9157530.05218
HAN,FRA,8713835.71763
HEL,AMS,1521305.63458
HKG,CDG,9590032.59625
HOU,ATL,1118182.58876
HSV,ATL,242961.493573
HUY,AMS,370403.683331
IAD,ATL,859029.34283
IAD,CDG,6197544.89768
IAH,ATL,1107568.38395
IAH,CDG,8071347.18922
IAS,BLQ,1295862.82138
IAS,FCO,1354545.18302
IAS,OTP,312727.709188
IAS,TRN,1548609.91722
IBZ,MAD,459448.067055
ICN,MXP,8875962.53361
ICT,ATL,1255678.66726
IKA,FCO,3423495.55149
ILM,ATL,605884.644852
IND,ATL,696266.881862
IST,FCO,1382673.82668
JAN,ATL,546991.475581
JAX,ATL,434451.543709
JED,FCO,3362047.19081
JED,MXP,3833274.07105
JFK,ATL,1222084.7151
JFK,CDG,5833655.54925
JFK,FCO,6866316.34963
JFK,MEX,3365331.38365
JFK,MSY,1901487.52444
JFK,MXP,6412751.09995
JFK,VCE,6668250.18599
JFK,YUL,537169.904565
JFK,YYZ,588596.207302
JNB,AUH,6298555.193
JNB,CDG,8737515.43917
KBP,FCO,1715936.30297
KHI,AUH,1264702.93769
KIV,OTP,341685.330369
KIX,FCO,9738936.42826
KRS,AMS,688311.083467
KRT,AUH,2504993.00547
KUL,AUH,5588362.42847
KWI,AUH,850401.979977
KWI,FCO,3490482.83226
LAS,ATL,2804853.13143
LAX,CDG,9102508.10714
LAX,FCO,10203317.4614
LBA,AMS,462462.98856
LCA,ATH,930214.258675
LCG,MAD,505863.198042
LCY,FCO,1420970.62318
LCY,LIN,955790.658541
LED,FCO,2350632.99134
LED,MXP,2122400.12117
LED,VCE,1982951.51858
LGW,CTA,1938229.77388
LGW,PMO,1778465.25889
LHE,AUH,2089623.81588
LHR,FCO,1444615.75688
LHR,LIN,981091.931728
LIM,AMS,10519912.975
LIM,CDG,10276031.4568
LIN,AHO,541130.856906
LIN,AMS,831082.392698
LIN,BCN,741971.126236
LIN,BDS,882171.153297
LIN,BRI,771547.200525
LIN,BRU,702773.052704
LIN,CAG,688942.449357
LIN,CDG,644076.907947
LIN,CIY,1039160.58108
LIN,CTA,1009200.64235
LIN,FCO,470219.050399
LIN,FRA,512357.795038
LIN,LCY,955790.658541
LIN,LHR,981091.931728
LIN,NAP,649611.720735
LIN,ORY,637823.186807
LIN,OTP,1323855.18205
LIN,PMO,867639.822218
LIN,PRG,637407.484344
LIN,PSR,516046.144354
LIN,REG,974917.881045
LIN,SUF,925661.557398
LIN,TRS,328913.460183
LIN,VIE,629112.973068
LIN,WAW,1133962.49769
LIS,BLQ,1807425.0805
LIS,CDG,1469961.55826
LIS,FCO,1839757.59389
LIS,MXP,1651706.65826
LIS,VCE,1915344.50367
LIT,ATL,727164.410905
LOS,ACC,400511.002592
LPA,MAD,1766257.44877
LUX,FCO,987339.448657
LUX,MXP,482624.681981
LYS,AJA,517051.392189
LYS,CTA,1235653.14932
LYS,FCO,721160.451604
LYS,MXP,282756.708542
LYS,TLS,375731.151291
MAD,FCO,1330488.03995
MAD,FUE,1635497.4917
MAD,IBZ,459448.067055
MAD,LCG,505863.198042
MAD,LPA,1766257.44877
MAD,MEX,9065798.77438
MAD,PMI,545952.961358
MAD,TFN,1772159.81517
MAD,VGO,464318.605775
MAN,CDG,588001.583423
MCI,ATL,1113377.57804
MCO,ATL,650737.45852
MCT,AUH,380652.827695
MEL,AUH,11651674.2033
MEM,ATL,532792.446092
MEX,ATL,2143397.9164
MEX,CDG,9198920.56574
MEX,JFK,3365331.38365
MEX,MAD,9065798.77438
MEX,MIA,2050713.8441
MIA,ATL,959061.870167
MIA,CDG,7371465.13157
MIA,FCO,8329909.63297
MIA,MEX,2050713.8441
MKE,ATL,1078354.00107
MLA,FCO,688756.101605
MLE,AUH,3024692.18606
MME,AMS,477656.325543
MPL,CDG,614160.249812
MPL,FCO,705086.852084
MRS,AJA,338115.828027
MRS,BIA,360852.801996
MRS,CDG,653023.197927
MRS,CLY,308041.48493
MRS,FCO,603474.503799
MRS,FSC,384375.019177
MRS,MXP,370310.693043
MRS,VCE,611118.538586
MSY,ATL,683578.369439
MSY,JFK,1901487.52444
MTY,ATL,1745237.21817
MUC,FCO,729159.351998
MXP,AUH,4713719.34456
MXP,BEG,910681.222514
MXP,BEY,2620229.89502
MXP,CAI,2616769.67153
MXP,CTA,1049075.98744
MXP,FCO,510911.454465
MXP,GYD,3367855.79491
MXP,JED,3833274.07105
MXP,JFK,6412751.09995
MXP,LED,2122400.12117
MXP,LIS,1651706.65826
MXP,LUX,482624.681981
MXP,LYS,282756.708542
MXP,MRS,370310.693043
MXP,NRT,9748519.37991
MXP,NTE,810145.025212
MXP,OPO,1484080.04251
MXP,RIX,1635955.7393
MXP,RUH,4084718.48371
MXP,SOF,1213496.38004
MXP,SVO,2296683.75898
MXP,TIA,1001408.53215
MXP,TUN,984205.90326
MYR,ATL,508984.921804
NAP,CDG,1289600.81163
NAP,CTA,386031.868578
NAP,FCO,198561.943844
NAP,LIN,649611.720735
NAP,PMO,318419.363449
NAP,TRN,721668.933984
NAP,TRS,553428.125551
NBO,AMS,6677421.18849
NBO,AUH,3443172.13238
NCE,AJA,232325.472626
NCE,BIA,221379.192342
NCE,CLY,179229.519375
NCE,FCO,459904.732474
NCE,FSC,285138.030113
NCE,VCE,455547.825792
NCL,CDG,729747.475537
NRT,FCO,9905082.50195
NRT,MXP,9748519.37991
NRT,VCE,9583441.74297
NTE,CDG,371781.984073
NTE,MXP,810145.025212
NUE,CDG,620137.049054
NWI,AMS,239168.397397
OLB,RIX,2061881.57543
OMA,ATL,1321044.06983
OMR,OTP,424630.067473
OPO,FCO,1739316.55892
OPO,MXP,1484080.04251
ORD,ATL,976328.203449
ORD,FCO,7742082.8676
ORF,ATL,829702.067844
ORN,FCO,1309189.02401
ORY,LIN,637823.186807
OSL,CDG,1357192.67618
OTP,BAY,398605.195744
OTP,CLJ,309456.334707
OTP,FCO,1162758.65151
OTP,IAS,312727.709188
OTP,KIV,341685.330369
OTP,LIN,1323855.18205
OTP,OMR,424630.067473
OTP,SUJ,427275.516318
OTP,TSR,397831.551518
PBI,ATL,878002.814593
PEK,AUH,5954835.44267
PHL,ATL,1071589.39489
PHX,ATL,2549046.03878
PIT,ATL,847972.956003
